Nama;NIK;Jenis Kelamin;Alamat;Divisi;Jabatan
Karyawan 418;1000000418;Perempuan;Tangerang;Operations;Staff
Karyawan 419;1000000419;Laki-laki;Bekasi;HR;Senior Manager
Karyawan 420;1000000420;Laki-laki;Depok;IT;Manager
Karyawan 421;1000000421;Laki-laki;Jakarta;Operations;Supervisor
Karyawan 422;1000000422;Perempuan;Tangerang;Marketing;Staff
Karyawan 423;1000000423;Perempuan;Bogor;Finance;Director
Karyawan 424;1000000424;Perempuan;Tangerang;IT;Staff
Karyawan 425;1000000425;Perempuan;Jakarta;IT;Supervisor
Karyawan 426;1000000426;Laki-laki;Depok;Marketing;Manager
Karyawan 427;1000000427;Laki-laki;Bekasi;HR;Staff
Karyawan 428;1000000428;Perempuan;Bekasi;Finance;Senior Manager
Karyawan 429;1000000429;Laki-laki;Tangerang;IT;Supervisor
Karyawan 430;1000000430;Laki-laki;Bekasi;Finance;Senior Manager
Karyawan 431;1000000431;Perempuan;Tangerang;Marketing;Staff
Karyawan 432;1000000432;Perempuan;Tangerang;Operations;Senior Manager
Karyawan 433;1000000433;Perempuan;Depok;Finance;Staff
Karyawan 434;1000000434;Laki-laki;Tangerang;IT;Director
Karyawan 435;1000000435;Laki-laki;Bekasi;Marketing;Supervisor
Karyawan 436;1000000436;Perempuan;Bogor;IT;Supervisor
Karyawan 437;1000000437;Laki-laki;Bekasi;Operations;Supervisor
Karyawan 438;1000000438;Laki-laki;Depok;Operations;Staff
Karyawan 439;1000000439;Perempuan;Depok;Marketing;Senior Manager
Karyawan 440;1000000440;Laki-laki;Jakarta;Marketing;Senior Manager
Karyawan 441;1000000441;Laki-laki;Jakarta;HR;Staff
Karyawan 442;1000000442;Laki-laki;Bogor;Finance;Staff
Karyawan 443;1000000443;Laki-laki;Jakarta;Marketing;Staff
Karyawan 444;1000000444;Perempuan;Bogor;IT;Director
Karyawan 445;1000000445;Perempuan;Bogor;Marketing;Senior Manager
Karyawan 446;1000000446;Laki-laki;Jakarta;IT;Staff
Karyawan 447;1000000447;Laki-laki;Bogor;HR;Director
Karyawan 448;1000000448;Laki-laki;Depok;Finance;Staff
Karyawan 449;1000000449;Perempuan;Jakarta;Operations;Senior Manager
Karyawan 450;1000000450;Perempuan;Bekasi;IT;Supervisor
Karyawan 451;1000000451;Perempuan;Depok;IT;Staff
Karyawan 452;1000000452;Perempuan;Depok;Marketing;Staff
Karyawan 453;1000000453;Perempuan;Tangerang;IT;Manager
Karyawan 454;1000000454;Perempuan;Jakarta;IT;Staff
Karyawan 455;1000000455;Perempuan;Tangerang;IT;Staff
Karyawan 456;1000000456;Perempuan;Depok;HR;Senior Manager
Karyawan 457;1000000457;Perempuan;Tangerang;Finance;Staff
Karyawan 458;1000000458;Perempuan;Bogor;Operations;Director
Karyawan 459;1000000459;Laki-laki;Depok;HR;Supervisor
Karyawan 460;1000000460;Perempuan;Bekasi;IT;Supervisor
Karyawan 461;1000000461;Perempuan;Bogor;Marketing;Supervisor
Karyawan 462;1000000462;Laki-laki;Depok;IT;Manager
Karyawan 463;1000000463;Perempuan;Bogor;HR;Manager
Karyawan 464;1000000464;Perempuan;Jakarta;Marketing;Manager
Karyawan 465;1000000465;Laki-laki;Depok;Operations;Manager
Karyawan 466;1000000466;Laki-laki;Jakarta;Operations;Supervisor
Karyawan 467;1000000467;Laki-laki;Bekasi;IT;Supervisor
Karyawan 468;1000000468;Laki-laki;Jakarta;Operations;Staff
Karyawan 469;1000000469;Laki-laki;Bogor;Finance;Staff
Karyawan 470;1000000470;Perempuan;Jakarta;Finance;Staff
Karyawan 471;1000000471;Laki-laki;Bogor;Operations;Staff
Karyawan 472;1000000472;Perempuan;Depok;IT;Senior Manager
Karyawan 473;1000000473;Perempuan;Tangerang;IT;Senior Manager
Karyawan 474;1000000474;Laki-laki;Tangerang;Marketing;Supervisor
Karyawan 475;1000000475;Laki-laki;Depok;Finance;Supervisor
Karyawan 476;1000000476;Perempuan;Bogor;Marketing;Senior Manager
Karyawan 477;1000000477;Perempuan;Bekasi;Finance;Manager
Karyawan 478;1000000478;Perempuan;Tangerang;HR;Director
Karyawan 479;1000000479;Perempuan;Bogor;Finance;Supervisor
Karyawan 480;1000000480;Laki-laki;Tangerang;Marketing;Director
Karyawan 481;1000000481;Perempuan;Depok;HR;Manager
Karyawan 482;1000000482;Perempuan;Bogor;HR;Director
Karyawan 483;1000000483;Laki-laki;Depok;Operations;Senior Manager
Karyawan 484;1000000484;Laki-laki;Depok;Finance;Supervisor
Karyawan 485;1000000485;Laki-laki;Jakarta;HR;Supervisor
Karyawan 486;1000000486;Perempuan;Bekasi;HR;Senior Manager
Karyawan 487;1000000487;Laki-laki;Depok;HR;Supervisor
Karyawan 488;1000000488;Laki-laki;Depok;Operations;Staff
Karyawan 489;1000000489;Laki-laki;Jakarta;IT;Manager
Karyawan 490;1000000490;Laki-laki;Bogor;IT;Director
Karyawan 491;1000000491;Perempuan;Jakarta;Operations;Senior Manager
Karyawan 492;1000000492;Perempuan;Depok;Operations;Manager
Karyawan 493;1000000493;Laki-laki;Bekasi;Marketing;Supervisor
Karyawan 494;1000000494;Laki-laki;Bogor;IT;Supervisor
Karyawan 495;1000000495;Laki-laki;Depok;IT;Supervisor
Karyawan 496;1000000496;Perempuan;Bogor;Operations;Manager
Karyawan 497;1000000497;Laki-laki;Jakarta;HR;Director
Karyawan 498;1000000498;Perempuan;Bogor;Marketing;Senior Manager
Karyawan 499;1000000499;Laki-laki;Depok;Operations;Staff
Karyawan 500;1000000500;Laki-laki;Tangerang;Finance;Supervisor
Karyawan 501;1000000501;Perempuan;Bekasi;Finance;Staff
Karyawan 502;1000000502;Laki-laki;Jakarta;Operations;Manager
Karyawan 503;1000000503;Perempuan;Bekasi;Operations;Senior Manager
Karyawan 504;1000000504;Laki-laki;Jakarta;Operations;Manager
Karyawan 505;1000000505;Laki-laki;Bekasi;Marketing;Staff
Karyawan 506;1000000506;Laki-laki;Depok;Operations;Supervisor
Karyawan 507;1000000507;Perempuan;Depok;Finance;Staff
Karyawan 508;1000000508;Perempuan;Bekasi;IT;Staff
Karyawan 509;1000000509;Laki-laki;Depok;IT;Senior Manager
Karyawan 510;1000000510;Perempuan;Bogor;Marketing;Staff
Karyawan 511;1000000511;Laki-laki;Bekasi;HR;Director
Karyawan 512;1000000512;Perempuan;Depok;HR;Director
Karyawan 513;1000000513;Laki-laki;Tangerang;Operations;Supervisor
Karyawan 514;1000000514;Laki-laki;Tangerang;Marketing;Manager
Karyawan 515;1000000515;Perempuan;Depok;Marketing;Manager
Karyawan 516;1000000516;Laki-laki;Tangerang;IT;Supervisor
Karyawan 517;1000000517;Perempuan;Jakarta;IT;Manager
Karyawan 518;1000000518;Laki-laki;Tangerang;Finance;Manager
Karyawan 519;1000000519;Laki-laki;Bogor;IT;Senior Manager
Karyawan 520;1000000520;Perempuan;Depok;Marketing;Senior Manager
Karyawan 521;1000000521;Perempuan;Depok;HR;Senior Manager
Karyawan 522;1000000522;Perempuan;Depok;IT;Director
Karyawan 523;1000000523;Perempuan;Jakarta;HR;Staff
Karyawan 524;1000000524;Laki-laki;Bogor;IT;Senior Manager
Karyawan 525;1000000525;Perempuan;Bekasi;IT;Manager
Karyawan 526;1000000526;Perempuan;Bekasi;IT;Staff
Karyawan 527;1000000527;Laki-laki;Bekasi;Marketing;Director
Karyawan 528;1000000528;Perempuan;Tangerang;HR;Director
Karyawan 529;1000000529;Perempuan;Bekasi;Marketing;Staff
Karyawan 530;1000000530;Laki-laki;Bekasi;HR;Supervisor
Karyawan 531;1000000531;Perempuan;Jakarta;Marketing;Supervisor
Karyawan 532;1000000532;Perempuan;Jakarta;IT;Supervisor
Karyawan 533;1000000533;Perempuan;Jakarta;IT;Supervisor
Karyawan 534;1000000534;Laki-laki;Bekasi;IT;Director
Karyawan 535;1000000535;Laki-laki;Bekasi;Marketing;Supervisor
Karyawan 536;1000000536;Perempuan;Bekasi;IT;Manager
Karyawan 537;1000000537;Laki-laki;Bogor;HR;Senior Manager
Karyawan 538;1000000538;Perempuan;Tangerang;HR;Manager
Karyawan 539;1000000539;Laki-laki;Bekasi;Operations;Manager
Karyawan 540;1000000540;Perempuan;Tangerang;HR;Senior Manager
Karyawan 541;1000000541;Perempuan;Bogor;Finance;Senior Manager
Karyawan 542;1000000542;Perempuan;Tangerang;IT;Manager
Karyawan 543;1000000543;Perempuan;Tangerang;Operations;Staff
Karyawan 544;1000000544;Perempuan;Depok;Marketing;Supervisor
Karyawan 545;1000000545;Laki-laki;Jakarta;Finance;Director
Karyawan 546;1000000546;Perempuan;Tangerang;IT;Manager
Karyawan 547;1000000547;Laki-laki;Jakarta;Marketing;Staff
Karyawan 548;1000000548;Perempuan;Jakarta;IT;Manager
Karyawan 549;1000000549;Laki-laki;Bogor;Operations;Senior Manager
Karyawan 550;1000000550;Perempuan;Bekasi;Operations;Staff
Karyawan 551;1000000551;Perempuan;Jakarta;Marketing;Supervisor
Karyawan 552;1000000552;Laki-laki;Bogor;IT;Supervisor
Karyawan 553;1000000553;Perempuan;Depok;Finance;Senior Manager
Karyawan 554;1000000554;Perempuan;Jakarta;Finance;Director
Karyawan 555;1000000555;Laki-laki;Jakarta;Operations;Supervisor
Karyawan 556;1000000556;Perempuan;Bekasi;Operations;Staff
Karyawan 557;1000000557;Laki-laki;Tangerang;HR;Senior Manager
Karyawan 558;1000000558;Perempuan;Tangerang;HR;Manager
Karyawan 559;1000000559;Perempuan;Bogor;Marketing;Supervisor
Karyawan 560;1000000560;Perempuan;Jakarta;HR;Staff
Karyawan 561;1000000561;Perempuan;Jakarta;Finance;Director
Karyawan 562;1000000562;Laki-laki;Jakarta;Finance;Senior Manager
Karyawan 563;1000000563;Laki-laki;Bogor;Finance;Staff
Karyawan 564;1000000564;Perempuan;Tangerang;HR;Staff
Karyawan 565;1000000565;Laki-laki;Depok;HR;Manager
Karyawan 566;1000000566;Laki-laki;Jakarta;Finance;Supervisor
Karyawan 567;1000000567;Laki-laki;Jakarta;Finance;Supervisor
Karyawan 568;1000000568;Perempuan;Bogor;Finance;Director
Karyawan 569;1000000569;Laki-laki;Bekasi;Marketing;Supervisor
Karyawan 570;1000000570;Laki-laki;Bogor;Finance;Manager
Karyawan 571;1000000571;Perempuan;Tangerang;HR;Director
Karyawan 572;1000000572;Perempuan;Bogor;HR;Senior Manager
Karyawan 573;1000000573;Perempuan;Bekasi;Marketing;Director
Karyawan 574;1000000574;Perempuan;Bogor;Finance;Senior Manager
Karyawan 575;1000000575;Perempuan;Bekasi;Operations;Manager
Karyawan 576;1000000576;Perempuan;Bogor;IT;Staff
Karyawan 577;1000000577;Laki-laki;Jakarta;IT;Manager
Karyawan 578;1000000578;Laki-laki;Depok;HR;Supervisor
Karyawan 579;1000000579;Perempuan;Bogor;Operations;Senior Manager
Karyawan 580;1000000580;Laki-laki;Bogor;Marketing;Staff
Karyawan 581;1000000581;Laki-laki;Bogor;Marketing;Staff
Karyawan 582;1000000582;Laki-laki;Bekasi;HR;Director
Karyawan 583;1000000583;Laki-laki;Tangerang;IT;Staff
Karyawan 584;1000000584;Laki-laki;Jakarta;Operations;Manager
Karyawan 585;1000000585;Perempuan;Bekasi;Marketing;Staff
Karyawan 586;1000000586;Perempuan;Depok;HR;Director
Karyawan 587;1000000587;Perempuan;Bogor;IT;Manager
Karyawan 588;1000000588;Perempuan;Depok;Operations;Supervisor
Karyawan 589;1000000589;Perempuan;Bogor;Marketing;Supervisor
Karyawan 590;1000000590;Laki-laki;Tangerang;Operations;Senior Manager
Karyawan 591;1000000591;Perempuan;Bekasi;Marketing;Director
Karyawan 592;1000000592;Laki-laki;Bogor;HR;Staff
Karyawan 593;1000000593;Laki-laki;Depok;Marketing;Supervisor
Karyawan 594;1000000594;Laki-laki;Depok;HR;Senior Manager
Karyawan 595;1000000595;Perempuan;Jakarta;Operations;Manager
Karyawan 596;1000000596;Perempuan;Bekasi;Finance;Director
Karyawan 597;1000000597;Perempuan;Depok;Marketing;Director
Karyawan 598;1000000598;Perempuan;Jakarta;Marketing;Manager
Karyawan 599;1000000599;Laki-laki;Bekasi;Marketing;Manager
Karyawan 600;1000000600;Perempuan;Bekasi;HR;Supervisor
Karyawan 601;1000000601;Perempuan;Bogor;HR;Senior Manager
Karyawan 602;1000000602;Laki-laki;Bogor;Marketing;Director
Karyawan 603;1000000603;Laki-laki;Tangerang;Finance;Supervisor
Karyawan 604;1000000604;Laki-laki;Bogor;Finance;Supervisor
Karyawan 605;1000000605;Laki-laki;Bogor;Marketing;Manager
Karyawan 606;1000000606;Perempuan;Depok;Finance;Senior Manager
Karyawan 607;1000000607;Perempuan;Depok;IT;Manager
Karyawan 608;1000000608;Perempuan;Jakarta;IT;Supervisor
Karyawan 609;1000000609;Laki-laki;Bekasi;IT;Supervisor
Karyawan 610;1000000610;Perempuan;Bekasi;Marketing;Director
Karyawan 611;1000000611;Laki-laki;Bogor;HR;Staff
Karyawan 612;1000000612;Laki-laki;Jakarta;Operations;Manager
Karyawan 613;1000000613;Perempuan;Jakarta;Operations;Manager
Karyawan 614;1000000614;Perempuan;Tangerang;Finance;Supervisor
Karyawan 615;1000000615;Laki-laki;Bekasi;Finance;Manager
Karyawan 616;1000000616;Laki-laki;Jakarta;Marketing;Senior Manager
Karyawan 617;1000000617;Laki-laki;Bekasi;Finance;Manager
Karyawan 618;1000000618;Laki-laki;Jakarta;HR;Staff
Karyawan 619;1000000619;Perempuan;Tangerang;Marketing;Manager
Karyawan 620;1000000620;Laki-laki;Depok;Operations;Senior Manager
Karyawan 621;1000000621;Perempuan;Jakarta;Finance;Manager
Karyawan 622;1000000622;Perempuan;Bekasi;Operations;Director
Karyawan 623;1000000623;Laki-laki;Tangerang;HR;Director
Karyawan 624;1000000624;Laki-laki;Bekasi;IT;Director
Karyawan 625;1000000625;Laki-laki;Depok;Marketing;Supervisor
Karyawan 626;1000000626;Laki-laki;Jakarta;IT;Supervisor
Karyawan 627;1000000627;Laki-laki;Jakarta;IT;Staff
Karyawan 628;1000000628;Laki-laki;Jakarta;HR;Supervisor
Karyawan 629;1000000629;Laki-laki;Bekasi;Finance;Director
Karyawan 630;1000000630;Laki-laki;Bekasi;Finance;Senior Manager
Karyawan 631;1000000631;Laki-laki;Bekasi;IT;Staff
Karyawan 632;1000000632;Perempuan;Depok;IT;Director
Karyawan 633;1000000633;Perempuan;Tangerang;Marketing;Manager
Karyawan 634;1000000634;Perempuan;Bogor;HR;Staff
Karyawan 635;1000000635;Perempuan;Depok;Marketing;Director
Karyawan 636;1000000636;Laki-laki;Depok;Finance;Staff
Karyawan 637;1000000637;Laki-laki;Bogor;IT;Director
Karyawan 638;1000000638;Laki-laki;Bogor;Finance;Director
Karyawan 639;1000000639;Perempuan;Jakarta;HR;Senior Manager
Karyawan 640;1000000640;Perempuan;Jakarta;Marketing;Staff
Karyawan 641;1000000641;Laki-laki;Bekasi;Finance;Supervisor
Karyawan 642;1000000642;Perempuan;Jakarta;Operations;Senior Manager
Karyawan 643;1000000643;Laki-laki;Bekasi;Marketing;Supervisor
Karyawan 644;1000000644;Perempuan;Jakarta;Operations;Director
Karyawan 645;1000000645;Laki-laki;Bogor;Finance;Manager
Karyawan 646;1000000646;Perempuan;Tangerang;HR;Supervisor
Karyawan 647;1000000647;Laki-laki;Jakarta;HR;Staff
Karyawan 648;1000000648;Perempuan;Jakarta;Finance;Senior Manager
Karyawan 649;1000000649;Perempuan;Bogor;Marketing;Staff
Karyawan 650;1000000650;Perempuan;Jakarta;IT;Senior Manager
Karyawan 651;1000000651;Laki-laki;Tangerang;Marketing;Director
Karyawan 652;1000000652;Laki-laki;Tangerang;IT;Supervisor
Karyawan 653;1000000653;Laki-laki;Bogor;Finance;Supervisor
Karyawan 654;1000000654;Perempuan;Jakarta;Marketing;Supervisor
Karyawan 655;1000000655;Laki-laki;Bogor;Operations;Supervisor
Karyawan 656;1000000656;Perempuan;Depok;HR;Staff
Karyawan 657;1000000657;Perempuan;Depok;Marketing;Supervisor
Karyawan 658;1000000658;Perempuan;Jakarta;HR;Manager
Karyawan 659;1000000659;Laki-laki;Bogor;HR;Manager
Karyawan 660;1000000660;Perempuan;Bekasi;Finance;Manager
Karyawan 661;1000000661;Perempuan;Depok;Finance;Supervisor
Karyawan 662;1000000662;Perempuan;Tangerang;Marketing;Supervisor
Karyawan 663;1000000663;Laki-laki;Bekasi;HR;Staff
Karyawan 664;1000000664;Perempuan;Tangerang;HR;Manager
Karyawan 665;1000000665;Perempuan;Jakarta;Finance;Supervisor
Karyawan 666;1000000666;Perempuan;Jakarta;HR;Director
Karyawan 667;1000000667;Perempuan;Bogor;IT;Supervisor
Karyawan 668;1000000668;Laki-laki;Jakarta;IT;Staff
Karyawan 669;1000000669;Laki-laki;Bogor;HR;Director
Karyawan 670;1000000670;Perempuan;Jakarta;Operations;Senior Manager
Karyawan 671;1000000671;Laki-laki;Depok;Operations;Director
Karyawan 672;1000000672;Perempuan;Depok;Finance;Manager
Karyawan 673;1000000673;Laki-laki;Bogor;IT;Director
Karyawan 674;1000000674;Laki-laki;Depok;IT;Senior Manager
Karyawan 675;1000000675;Laki-laki;Bekasi;Marketing;Staff
Karyawan 676;1000000676;Laki-laki;Bekasi;Operations;Director
Karyawan 677;1000000677;Perempuan;Bogor;IT;Director
Karyawan 678;1000000678;Perempuan;Bekasi;HR;Staff
Karyawan 679;1000000679;Laki-laki;Bogor;IT;Staff
Karyawan 680;1000000680;Laki-laki;Bekasi;Operations;Manager
Karyawan 681;1000000681;Laki-laki;Bogor;IT;Supervisor
Karyawan 682;1000000682;Laki-laki;Bogor;Operations;Staff
Karyawan 683;1000000683;Laki-laki;Jakarta;IT;Senior Manager
Karyawan 684;1000000684;Laki-laki;Jakarta;Operations;Director
Karyawan 685;1000000685;Laki-laki;Jakarta;Marketing;Senior Manager
Karyawan 686;1000000686;Laki-laki;Tangerang;Operations;Staff
Karyawan 687;1000000687;Laki-laki;Bekasi;Marketing;Director
Karyawan 688;1000000688;Perempuan;Jakarta;Operations;Supervisor
Karyawan 689;1000000689;Perempuan;Tangerang;Marketing;Senior Manager
Karyawan 690;1000000690;Perempuan;Bekasi;HR;Director
Karyawan 691;1000000691;Perempuan;Bekasi;IT;Manager
Karyawan 692;1000000692;Perempuan;Depok;Marketing;Supervisor
Karyawan 693;1000000693;Perempuan;Bekasi;HR;Manager
Karyawan 694;1000000694;Perempuan;Bekasi;HR;Director
Karyawan 695;1000000695;Laki-laki;Jakarta;Finance;Senior Manager
Karyawan 696;1000000696;Perempuan;Depok;Finance;Senior Manager
Karyawan 697;1000000697;Perempuan;Bogor;HR;Manager
Karyawan 698;1000000698;Laki-laki;Bogor;HR;Staff
Karyawan 699;1000000699;Laki-laki;Jakarta;Operations;Director
Karyawan 700;1000000700;Laki-laki;Bekasi;HR;Supervisor
Karyawan 701;1000000701;Perempuan;Depok;Finance;Director
Karyawan 702;1000000702;Laki-laki;Bekasi;Operations;Staff
Karyawan 703;1000000703;Perempuan;Depok;Marketing;Senior Manager
Karyawan 704;1000000704;Perempuan;Depok;Operations;Manager
Karyawan 705;1000000705;Perempuan;Jakarta;Operations;Staff
Karyawan 706;1000000706;Perempuan;Bogor;Finance;Senior Manager
Karyawan 707;1000000707;Perempuan;Bogor;Operations;Manager
Karyawan 708;1000000708;Laki-laki;Bekasi;Operations;Supervisor
Karyawan 709;1000000709;Laki-laki;Bekasi;Finance;Director
Karyawan 710;1000000710;Perempuan;Depok;HR;Director
Karyawan 711;1000000711;Laki-laki;Jakarta;Marketing;Supervisor
Karyawan 712;1000000712;Laki-laki;Jakarta;HR;Senior Manager
Karyawan 713;1000000713;Perempuan;Bogor;HR;Staff
Karyawan 714;1000000714;Laki-laki;Depok;Operations;Manager
Karyawan 715;1000000715;Perempuan;Jakarta;HR;Supervisor
Karyawan 716;1000000716;Laki-laki;Bogor;IT;Senior Manager
Karyawan 717;1000000717;Laki-laki;Bekasi;Finance;Senior Manager
Karyawan 718;1000000718;Laki-laki;Depok;IT;Director
Karyawan 719;1000000719;Laki-laki;Depok;Marketing;Supervisor
Karyawan 720;1000000720;Perempuan;Jakarta;IT;Staff
Karyawan 721;1000000721;Perempuan;Bekasi;Operations;Staff
Karyawan 722;1000000722;Laki-laki;Jakarta;HR;Manager
Karyawan 723;1000000723;Laki-laki;Tangerang;Marketing;Staff
Karyawan 724;1000000724;Laki-laki;Bogor;HR;Senior Manager
Karyawan 725;1000000725;Perempuan;Jakarta;Finance;Manager
Karyawan 726;1000000726;Perempuan;Bogor;IT;Director
Karyawan 727;1000000727;Laki-laki;Jakarta;Finance;Manager
Karyawan 728;1000000728;Perempuan;Depok;Finance;Staff
Karyawan 729;1000000729;Perempuan;Tangerang;IT;Director
Karyawan 730;1000000730;Laki-laki;Bogor;HR;Director
Karyawan 731;1000000731;Laki-laki;Bogor;Finance;Director
Karyawan 732;1000000732;Laki-laki;Depok;Finance;Director
Karyawan 733;1000000733;Perempuan;Bogor;IT;Senior Manager
Karyawan 734;1000000734;Perempuan;Bogor;HR;Staff
Karyawan 735;1000000735;Perempuan;Bekasi;Marketing;Manager
Karyawan 736;1000000736;Perempuan;Bogor;Operations;Supervisor
Karyawan 737;1000000737;Laki-laki;Bogor;Marketing;Staff
Karyawan 738;1000000738;Perempuan;Bogor;IT;Supervisor
Karyawan 739;1000000739;Laki-laki;Tangerang;Marketing;Supervisor
Karyawan 740;1000000740;Perempuan;Depok;IT;Manager
Karyawan 741;1000000741;Laki-laki;Jakarta;Operations;Senior Manager
Karyawan 742;1000000742;Laki-laki;Bogor;Marketing;Manager
Karyawan 743;1000000743;Perempuan;Tangerang;IT;Manager
Karyawan 744;1000000744;Perempuan;Bogor;Operations;Staff
Karyawan 745;1000000745;Laki-laki;Bogor;Finance;Director
Karyawan 746;1000000746;Laki-laki;Bogor;Finance;Manager
Karyawan 747;1000000747;Perempuan;Tangerang;Marketing;Manager
Karyawan 748;1000000748;Laki-laki;Jakarta;HR;Staff
Karyawan 749;1000000749;Perempuan;Tangerang;Operations;Staff
Karyawan 750;1000000750;Perempuan;Depok;Finance;Manager
Karyawan 751;1000000751;Laki-laki;Depok;IT;Director
Karyawan 752;1000000752;Laki-laki;Bekasi;HR;Supervisor
Karyawan 753;1000000753;Perempuan;Jakarta;Marketing;Staff
Karyawan 754;1000000754;Perempuan;Bogor;Operations;Staff
Karyawan 755;1000000755;Perempuan;Bogor;IT;Director
Karyawan 756;1000000756;Perempuan;Bekasi;Finance;Senior Manager
Karyawan 757;1000000757;Perempuan;Jakarta;Operations;Director
Karyawan 758;1000000758;Laki-laki;Jakarta;Marketing;Staff
Karyawan 759;1000000759;Laki-laki;Bekasi;Operations;Manager
Karyawan 760;1000000760;Laki-laki;Jakarta;IT;Manager
Karyawan 761;1000000761;Perempuan;Bekasi;IT;Senior Manager
Karyawan 762;1000000762;Perempuan;Tangerang;Finance;Senior Manager
Karyawan 763;1000000763;Laki-laki;Jakarta;Marketing;Senior Manager
Karyawan 764;1000000764;Laki-laki;Tangerang;HR;Supervisor
Karyawan 765;1000000765;Perempuan;Depok;Marketing;Senior Manager
Karyawan 766;1000000766;Laki-laki;Bogor;Finance;Staff
Karyawan 767;1000000767;Laki-laki;Bekasi;Operations;Supervisor
Karyawan 768;1000000768;Laki-laki;Bekasi;HR;Senior Manager
Karyawan 769;1000000769;Perempuan;Tangerang;Operations;Senior Manager
Karyawan 770;1000000770;Laki-laki;Depok;HR;Director
Karyawan 771;1000000771;Perempuan;Bogor;IT;Staff
Karyawan 772;1000000772;Laki-laki;Jakarta;HR;Supervisor
Karyawan 773;1000000773;Perempuan;Tangerang;Marketing;Staff
Karyawan 774;1000000774;Perempuan;Bogor;IT;Director
Karyawan 775;1000000775;Laki-laki;Bekasi;Marketing;Director
Karyawan 776;1000000776;Laki-laki;Bogor;Finance;Senior Manager
Karyawan 777;1000000777;Perempuan;Bekasi;Marketing;Director
Karyawan 778;1000000778;Laki-laki;Bogor;Finance;Supervisor
Karyawan 779;1000000779;Laki-laki;Depok;HR;Manager
Karyawan 780;1000000780;Laki-laki;Depok;Finance;Senior Manager
