No;Nama;NIK;Jenis Kelamin;Alamat;Divisi;Jabatan;
384;Karyawan 384;1000000384;Laki-laki;Depok;IT;Director;
385;Karyawan 385;1000000385;Laki-laki;Bekasi;Marketing;Senior Manager;
386;Karyawan 386;1000000386;Perempuan;Jakarta;Marketing;Supervisor;
387;Karyawan 387;1000000387;Perempuan;Tangerang;HR;Staff;
388;Karyawan 388;1000000388;Laki-laki;Bekasi;Marketing;Manager;
389;Karyawan 389;1000000389;Laki-laki;Tangerang;Finance;Supervisor;
390;Karyawan 390;1000000390;Perempuan;Depok;Operations;Director;
391;Karyawan 391;1000000391;Laki-laki;Depok;HR;Director;
392;Karyawan 392;1000000392;Laki-laki;Tangerang;Finance;Director;
393;Karyawan 393;1000000393;Laki-laki;Jakarta;Marketing;Manager;
394;Karyawan 394;1000000394;Perempuan;Tangerang;Operations;Director;
395;Karyawan 395;1000000395;Perempuan;Depok;Operations;Director;
396;Karyawan 396;1000000396;Perempuan;Tangerang;Marketing;Staff;
397;Karyawan 397;1000000397;Laki-laki;Jakarta;Operations;Staff;
398;Karyawan 398;1000000398;Laki-laki;Bekasi;IT;Supervisor;
399;Karyawan 399;1000000399;Laki-laki;Jakarta;IT;Manager;
400;Karyawan 400;1000000400;Laki-laki;Depok;Operations;Director;
401;Karyawan 401;1000000401;Perempuan;Jakarta;Finance;Director;
402;Karyawan 402;1000000402;Laki-laki;Bogor;Operations;Director;
403;Karyawan 403;1000000403;Laki-laki;Bekasi;Finance;Senior Manager;
404;Karyawan 404;1000000404;Laki-laki;Tangerang;Marketing;Staff;
405;Karyawan 405;1000000405;Laki-laki;Depok;Finance;Supervisor;
406;Karyawan 406;1000000406;Perempuan;Jakarta;IT;Director;
407;Karyawan 407;1000000407;Perempuan;Jakarta;HR;Staff;
408;Karyawan 408;1000000408;Laki-laki;Depok;Marketing;Director;
409;Karyawan 409;1000000409;Laki-laki;Bekasi;Finance;Supervisor;
410;Karyawan 410;1000000410;Laki-laki;Bekasi;Marketing;Staff;
411;Karyawan 411;1000000411;Laki-laki;Depok;HR;Supervisor;
412;Karyawan 412;1000000412;Laki-laki;Bekasi;HR;Manager;
413;Karyawan 413;1000000413;Laki-laki;Jakarta;Operations;Supervisor;
414;Karyawan 414;1000000414;Laki-laki;Bekasi;Operations;Supervisor;
415;Karyawan 415;1000000415;Perempuan;Depok;Finance;Supervisor;
416;Karyawan 416;1000000416;Perempuan;Tangerang;HR;Senior Manager;
417;Karyawan 417;1000000417;Perempuan;Jakarta;Finance;Staff;
418;Karyawan 418;1000000418;Perempuan;Tangerang;Operations;Staff;
419;Karyawan 419;1000000419;Laki-laki;Bekasi;HR;Senior Manager;
420;Karyawan 420;1000000420;Laki-laki;Depok;IT;Manager;
421;Karyawan 421;1000000421;Laki-laki;Jakarta;Operations;Supervisor;
422;Karyawan 422;1000000422;Perempuan;Tangerang;Marketing;Staff;
423;Karyawan 423;1000000423;Perempuan;Bogor;Finance;Director;
424;Karyawan 424;1000000424;Perempuan;Tangerang;IT;Staff;
425;Karyawan 425;1000000425;Perempuan;Jakarta;IT;Supervisor;
426;Karyawan 426;1000000426;Laki-laki;Depok;Marketing;Manager;
427;Karyawan 427;1000000427;Laki-laki;Bekasi;HR;Staff;
428;Karyawan 428;1000000428;Perempuan;Bekasi;Finance;Senior Manager;
429;Karyawan 429;1000000429;Laki-laki;Tangerang;IT;Supervisor;
430;Karyawan 430;1000000430;Laki-laki;Bekasi;Finance;Senior Manager;
431;Karyawan 431;1000000431;Perempuan;Tangerang;Marketing;Staff;
432;Karyawan 432;1000000432;Perempuan;Tangerang;Operations;Senior Manager;
433;Karyawan 433;1000000433;Perempuan;Depok;Finance;Staff;
434;Karyawan 434;1000000434;Laki-laki;Tangerang;IT;Director;
435;Karyawan 435;1000000435;Laki-laki;Bekasi;Marketing;Supervisor;
436;Karyawan 436;1000000436;Perempuan;Bogor;IT;Supervisor;
437;Karyawan 437;1000000437;Laki-laki;Bekasi;Operations;Supervisor;
438;Karyawan 438;1000000438;Laki-laki;Depok;Operations;Staff;
439;Karyawan 439;1000000439;Perempuan;Depok;Marketing;Senior Manager;
440;Karyawan 440;1000000440;Laki-laki;Jakarta;Marketing;Senior Manager;
441;Karyawan 441;1000000441;Laki-laki;Jakarta;HR;Staff;
442;Karyawan 442;1000000442;Laki-laki;Bogor;Finance;Staff;
443;Karyawan 443;1000000443;Laki-laki;Jakarta;Marketing;Staff;
444;Karyawan 444;1000000444;Perempuan;Bogor;IT;Director;
445;Karyawan 445;1000000445;Perempuan;Bogor;Marketing;Senior Manager;
446;Karyawan 446;1000000446;Laki-laki;Jakarta;IT;Staff;
447;Karyawan 447;1000000447;Laki-laki;Bogor;HR;Director;
448;Karyawan 448;1000000448;Laki-laki;Depok;Finance;Staff;
449;Karyawan 449;1000000449;Perempuan;Jakarta;Operations;Senior Manager;
450;Karyawan 450;1000000450;Perempuan;Bekasi;IT;Supervisor;
451;Karyawan 451;1000000451;Perempuan;Depok;IT;Staff;
452;Karyawan 452;1000000452;Perempuan;Depok;Marketing;Staff;
453;Karyawan 453;1000000453;Perempuan;Tangerang;IT;Manager;
454;Karyawan 454;1000000454;Perempuan;Jakarta;IT;Staff;
455;Karyawan 455;1000000455;Perempuan;Tangerang;IT;Staff;
456;Karyawan 456;1000000456;Perempuan;Depok;HR;Senior Manager;
457;Karyawan 457;1000000457;Perempuan;Tangerang;Finance;Staff;
458;Karyawan 458;1000000458;Perempuan;Bogor;Operations;Director;
459;Karyawan 459;1000000459;Laki-laki;Depok;HR;Supervisor;
460;Karyawan 460;1000000460;Perempuan;Bekasi;IT;Supervisor;
461;Karyawan 461;1000000461;Perempuan;Bogor;Marketing;Supervisor;
462;Karyawan 462;1000000462;Laki-laki;Depok;IT;Manager;
463;Karyawan 463;1000000463;Perempuan;Bogor;HR;Manager;
464;Karyawan 464;1000000464;Perempuan;Jakarta;Marketing;Manager;
465;Karyawan 465;1000000465;Laki-laki;Depok;Operations;Manager;
466;Karyawan 466;1000000466;Laki-laki;Jakarta;Operations;Supervisor;
467;Karyawan 467;1000000467;Laki-laki;Bekasi;IT;Supervisor;
468;Karyawan 468;1000000468;Laki-laki;Jakarta;Operations;Staff;
469;Karyawan 469;1000000469;Laki-laki;Bogor;Finance;Staff;
470;Karyawan 470;1000000470;Perempuan;Jakarta;Finance;Staff;
471;Karyawan 471;1000000471;Laki-laki;Bogor;Operations;Staff;
472;Karyawan 472;1000000472;Perempuan;Depok;IT;Senior Manager;
473;Karyawan 473;1000000473;Perempuan;Tangerang;IT;Senior Manager;
474;Karyawan 474;1000000474;Laki-laki;Tangerang;Marketing;Supervisor;
475;Karyawan 475;1000000475;Laki-laki;Depok;Finance;Supervisor;
476;Karyawan 476;1000000476;Perempuan;Bogor;Marketing;Senior Manager;
477;Karyawan 477;1000000477;Perempuan;Bekasi;Finance;Manager;
478;Karyawan 478;1000000478;Perempuan;Tangerang;HR;Director;
479;Karyawan 479;1000000479;Perempuan;Bogor;Finance;Supervisor;
480;Karyawan 480;1000000480;Laki-laki;Tangerang;Marketing;Director;
481;Karyawan 481;1000000481;Perempuan;Depok;HR;Manager;
482;Karyawan 482;1000000482;Perempuan;Bogor;HR;Director;
483;Karyawan 483;1000000483;Laki-laki;Depok;Operations;Senior Manager;
484;Karyawan 484;1000000484;Laki-laki;Depok;Finance;Supervisor;
485;Karyawan 485;1000000485;Laki-laki;Jakarta;HR;Supervisor;
486;Karyawan 486;1000000486;Perempuan;Bekasi;HR;Senior Manager;
487;Karyawan 487;1000000487;Laki-laki;Depok;HR;Supervisor;
488;Karyawan 488;1000000488;Laki-laki;Depok;Operations;Staff;
489;Karyawan 489;1000000489;Laki-laki;Jakarta;IT;Manager;
490;Karyawan 490;1000000490;Laki-laki;Bogor;IT;Director;
491;Karyawan 491;1000000491;Perempuan;Jakarta;Operations;Senior Manager;
492;Karyawan 492;1000000492;Perempuan;Depok;Operations;Manager;
493;Karyawan 493;1000000493;Laki-laki;Bekasi;Marketing;Supervisor;
494;Karyawan 494;1000000494;Laki-laki;Bogor;IT;Supervisor;
495;Karyawan 495;1000000495;Laki-laki;Depok;IT;Supervisor;
496;Karyawan 496;1000000496;Perempuan;Bogor;Operations;Manager;
497;Karyawan 497;1000000497;Laki-laki;Jakarta;HR;Director;
498;Karyawan 498;1000000498;Perempuan;Bogor;Marketing;Senior Manager;
499;Karyawan 499;1000000499;Laki-laki;Depok;Operations;Staff;
500;Karyawan 500;1000000500;Laki-laki;Tangerang;Finance;Supervisor;
501;Karyawan 501;1000000501;Perempuan;Bekasi;Finance;Staff;
502;Karyawan 502;1000000502;Laki-laki;Jakarta;Operations;Manager;
503;Karyawan 503;1000000503;Perempuan;Bekasi;Operations;Senior Manager;
504;Karyawan 504;1000000504;Laki-laki;Jakarta;Operations;Manager;
505;Karyawan 505;1000000505;Laki-laki;Bekasi;Marketing;Staff;
506;Karyawan 506;1000000506;Laki-laki;Depok;Operations;Supervisor;
507;Karyawan 507;1000000507;Perempuan;Depok;Finance;Staff;
508;Karyawan 508;1000000508;Perempuan;Bekasi;IT;Staff;
509;Karyawan 509;1000000509;Laki-laki;Depok;IT;Senior Manager;
510;Karyawan 510;1000000510;Perempuan;Bogor;Marketing;Staff;
511;Karyawan 511;1000000511;Laki-laki;Bekasi;HR;Director;
512;Karyawan 512;1000000512;Perempuan;Depok;HR;Director;
513;Karyawan 513;1000000513;Laki-laki;Tangerang;Operations;Supervisor;
514;Karyawan 514;1000000514;Laki-laki;Tangerang;Marketing;Manager;
515;Karyawan 515;1000000515;Perempuan;Depok;Marketing;Manager;
516;Karyawan 516;1000000516;Laki-laki;Tangerang;IT;Supervisor;
517;Karyawan 517;1000000517;Perempuan;Jakarta;IT;Manager;
518;Karyawan 518;1000000518;Laki-laki;Tangerang;Finance;Manager;
519;Karyawan 519;1000000519;Laki-laki;Bogor;IT;Senior Manager;
520;Karyawan 520;1000000520;Perempuan;Depok;Marketing;Senior Manager;
521;Karyawan 521;1000000521;Perempuan;Depok;HR;Senior Manager;
522;Karyawan 522;1000000522;Perempuan;Depok;IT;Director;
523;Karyawan 523;1000000523;Perempuan;Jakarta;HR;Staff;
524;Karyawan 524;1000000524;Laki-laki;Bogor;IT;Senior Manager;
525;Karyawan 525;1000000525;Perempuan;Bekasi;IT;Manager;
526;Karyawan 526;1000000526;Perempuan;Bekasi;IT;Staff;
527;Karyawan 527;1000000527;Laki-laki;Bekasi;Marketing;Director;
528;Karyawan 528;1000000528;Perempuan;Tangerang;HR;Director;
529;Karyawan 529;1000000529;Perempuan;Bekasi;Marketing;Staff;
530;Karyawan 530;1000000530;Laki-laki;Bekasi;HR;Supervisor;
531;Karyawan 531;1000000531;Perempuan;Jakarta;Marketing;Supervisor;
532;Karyawan 532;1000000532;Perempuan;Jakarta;IT;Supervisor;
533;Karyawan 533;1000000533;Perempuan;Jakarta;IT;Supervisor;
534;Karyawan 534;1000000534;Laki-laki;Bekasi;IT;Director;
535;Karyawan 535;1000000535;Laki-laki;Bekasi;Marketing;Supervisor;
536;Karyawan 536;1000000536;Perempuan;Bekasi;IT;Manager;
537;Karyawan 537;1000000537;Laki-laki;Bogor;HR;Senior Manager;
538;Karyawan 538;1000000538;Perempuan;Tangerang;HR;Manager;
539;Karyawan 539;1000000539;Laki-laki;Bekasi;Operations;Manager;
540;Karyawan 540;1000000540;Perempuan;Tangerang;HR;Senior Manager;
541;Karyawan 541;1000000541;Perempuan;Bogor;Finance;Senior Manager;
542;Karyawan 542;1000000542;Perempuan;Tangerang;IT;Manager;
543;Karyawan 543;1000000543;Perempuan;Tangerang;Operations;Staff;
544;Karyawan 544;1000000544;Perempuan;Depok;Marketing;Supervisor;
545;Karyawan 545;1000000545;Laki-laki;Jakarta;Finance;Director;
546;Karyawan 546;1000000546;Perempuan;Tangerang;IT;Manager;
547;Karyawan 547;1000000547;Laki-laki;Jakarta;Marketing;Staff;
548;Karyawan 548;1000000548;Perempuan;Jakarta;IT;Manager;
549;Karyawan 549;1000000549;Laki-laki;Bogor;Operations;Senior Manager;
550;Karyawan 550;1000000550;Perempuan;Bekasi;Operations;Staff;
551;Karyawan 551;1000000551;Perempuan;Jakarta;Marketing;Supervisor;
552;Karyawan 552;1000000552;Laki-laki;Bogor;IT;Supervisor;
553;Karyawan 553;1000000553;Perempuan;Depok;Finance;Senior Manager;
554;Karyawan 554;1000000554;Perempuan;Jakarta;Finance;Director;
555;Karyawan 555;1000000555;Laki-laki;Jakarta;Operations;Supervisor;
556;Karyawan 556;1000000556;Perempuan;Bekasi;Operations;Staff;
557;Karyawan 557;1000000557;Laki-laki;Tangerang;HR;Senior Manager;
558;Karyawan 558;1000000558;Perempuan;Tangerang;HR;Manager;
559;Karyawan 559;1000000559;Perempuan;Bogor;Marketing;Supervisor;
560;Karyawan 560;1000000560;Perempuan;Jakarta;HR;Staff;
561;Karyawan 561;1000000561;Perempuan;Jakarta;Finance;Director;
562;Karyawan 562;1000000562;Laki-laki;Jakarta;Finance;Senior Manager;
563;Karyawan 563;1000000563;Laki-laki;Bogor;Finance;Staff;
564;Karyawan 564;1000000564;Perempuan;Tangerang;HR;Staff;
565;Karyawan 565;1000000565;Laki-laki;Depok;HR;Manager;
566;Karyawan 566;1000000566;Laki-laki;Jakarta;Finance;Supervisor;
567;Karyawan 567;1000000567;Laki-laki;Jakarta;Finance;Supervisor;
568;Karyawan 568;1000000568;Perempuan;Bogor;Finance;Director;
569;Karyawan 569;1000000569;Laki-laki;Bekasi;Marketing;Supervisor;
570;Karyawan 570;1000000570;Laki-laki;Bogor;Finance;Manager;
571;Karyawan 571;1000000571;Perempuan;Tangerang;HR;Director;
572;Karyawan 572;1000000572;Perempuan;Bogor;HR;Senior Manager;
573;Karyawan 573;1000000573;Perempuan;Bekasi;Marketing;Director;
574;Karyawan 574;1000000574;Perempuan;Bogor;Finance;Senior Manager;
575;Karyawan 575;1000000575;Perempuan;Bekasi;Operations;Manager;
576;Karyawan 576;1000000576;Perempuan;Bogor;IT;Staff;
577;Karyawan 577;1000000577;Laki-laki;Jakarta;IT;Manager;
578;Karyawan 578;1000000578;Laki-laki;Depok;HR;Supervisor;
579;Karyawan 579;1000000579;Perempuan;Bogor;Operations;Senior Manager;
580;Karyawan 580;1000000580;Laki-laki;Bogor;Marketing;Staff;
581;Karyawan 581;1000000581;Laki-laki;Bogor;Marketing;Staff;
582;Karyawan 582;1000000582;Laki-laki;Bekasi;HR;Director;
583;Karyawan 583;1000000583;Laki-laki;Tangerang;IT;Staff;
584;Karyawan 584;1000000584;Laki-laki;Jakarta;Operations;Manager;
585;Karyawan 585;1000000585;Perempuan;Bekasi;Marketing;Staff;
586;Karyawan 586;1000000586;Perempuan;Depok;HR;Director;
587;Karyawan 587;1000000587;Perempuan;Bogor;IT;Manager;
588;Karyawan 588;1000000588;Perempuan;Depok;Operations;Supervisor;
589;Karyawan 589;1000000589;Perempuan;Bogor;Marketing;Supervisor;
590;Karyawan 590;1000000590;Laki-laki;Tangerang;Operations;Senior Manager;
591;Karyawan 591;1000000591;Perempuan;Bekasi;Marketing;Director;
592;Karyawan 592;1000000592;Laki-laki;Bogor;HR;Staff;
593;Karyawan 593;1000000593;Laki-laki;Depok;Marketing;Supervisor;
594;Karyawan 594;1000000594;Laki-laki;Depok;HR;Senior Manager;
595;Karyawan 595;1000000595;Perempuan;Jakarta;Operations;Manager;
596;Karyawan 596;1000000596;Perempuan;Bekasi;Finance;Director;
597;Karyawan 597;1000000597;Perempuan;Depok;Marketing;Director;
598;Karyawan 598;1000000598;Perempuan;Jakarta;Marketing;Manager;
599;Karyawan 599;1000000599;Laki-laki;Bekasi;Marketing;Manager;
600;Karyawan 600;1000000600;Perempuan;Bekasi;HR;Supervisor;
601;Karyawan 601;1000000601;Perempuan;Bogor;HR;Senior Manager;
602;Karyawan 602;1000000602;Laki-laki;Bogor;Marketing;Director;
603;Karyawan 603;1000000603;Laki-laki;Tangerang;Finance;Supervisor;
604;Karyawan 604;1000000604;Laki-laki;Bogor;Finance;Supervisor;
605;Karyawan 605;1000000605;Laki-laki;Bogor;Marketing;Manager;
606;Karyawan 606;1000000606;Perempuan;Depok;Finance;Senior Manager;
607;Karyawan 607;1000000607;Perempuan;Depok;IT;Manager;
608;Karyawan 608;1000000608;Perempuan;Jakarta;IT;Supervisor;
609;Karyawan 609;1000000609;Laki-laki;Bekasi;IT;Supervisor;
610;Karyawan 610;1000000610;Perempuan;Bekasi;Marketing;Director;
611;Karyawan 611;1000000611;Laki-laki;Bogor;HR;Staff;
612;Karyawan 612;1000000612;Laki-laki;Jakarta;Operations;Manager;
613;Karyawan 613;1000000613;Perempuan;Jakarta;Operations;Manager;
614;Karyawan 614;1000000614;Perempuan;Tangerang;Finance;Supervisor;
615;Karyawan 615;1000000615;Laki-laki;Bekasi;Finance;Manager;
616;Karyawan 616;1000000616;Laki-laki;Jakarta;Marketing;Senior Manager;
617;Karyawan 617;1000000617;Laki-laki;Bekasi;Finance;Manager;
618;Karyawan 618;1000000618;Laki-laki;Jakarta;HR;Staff;
619;Karyawan 619;1000000619;Perempuan;Tangerang;Marketing;Manager;
620;Karyawan 620;1000000620;Laki-laki;Depok;Operations;Senior Manager;
621;Karyawan 621;1000000621;Perempuan;Jakarta;Finance;Manager;
622;Karyawan 622;1000000622;Perempuan;Bekasi;Operations;Director;
623;Karyawan 623;1000000623;Laki-laki;Tangerang;HR;Director;
624;Karyawan 624;1000000624;Laki-laki;Bekasi;IT;Director;
625;Karyawan 625;1000000625;Laki-laki;Depok;Marketing;Supervisor;
626;Karyawan 626;1000000626;Laki-laki;Jakarta;IT;Supervisor;
627;Karyawan 627;1000000627;Laki-laki;Jakarta;IT;Staff;
628;Karyawan 628;1000000628;Laki-laki;Jakarta;HR;Supervisor;
629;Karyawan 629;1000000629;Laki-laki;Bekasi;Finance;Director;
630;Karyawan 630;1000000630;Laki-laki;Bekasi;Finance;Senior Manager;
631;Karyawan 631;1000000631;Laki-laki;Bekasi;IT;Staff;
632;Karyawan 632;1000000632;Perempuan;Depok;IT;Director;
633;Karyawan 633;1000000633;Perempuan;Tangerang;Marketing;Manager;
634;Karyawan 634;1000000634;Perempuan;Bogor;HR;Staff;
635;Karyawan 635;1000000635;Perempuan;Depok;Marketing;Director;
636;Karyawan 636;1000000636;Laki-laki;Depok;Finance;Staff;
637;Karyawan 637;1000000637;Laki-laki;Bogor;IT;Director;
638;Karyawan 638;1000000638;Laki-laki;Bogor;Finance;Director;
639;Karyawan 639;1000000639;Perempuan;Jakarta;HR;Senior Manager;
640;Karyawan 640;1000000640;Perempuan;Jakarta;Marketing;Staff;
641;Karyawan 641;1000000641;Laki-laki;Bekasi;Finance;Supervisor;
642;Karyawan 642;1000000642;Perempuan;Jakarta;Operations;Senior Manager;
643;Karyawan 643;1000000643;Laki-laki;Bekasi;Marketing;Supervisor;
644;Karyawan 644;1000000644;Perempuan;Jakarta;Operations;Director;
645;Karyawan 645;1000000645;Laki-laki;Bogor;Finance;Manager;
646;Karyawan 646;1000000646;Perempuan;Tangerang;HR;Supervisor;
647;Karyawan 647;1000000647;Laki-laki;Jakarta;HR;Staff;
648;Karyawan 648;1000000648;Perempuan;Jakarta;Finance;Senior Manager;
649;Karyawan 649;1000000649;Perempuan;Bogor;Marketing;Staff;
650;Karyawan 650;1000000650;Perempuan;Jakarta;IT;Senior Manager;
651;Karyawan 651;1000000651;Laki-laki;Tangerang;Marketing;Director;
652;Karyawan 652;1000000652;Laki-laki;Tangerang;IT;Supervisor;
653;Karyawan 653;1000000653;Laki-laki;Bogor;Finance;Supervisor;
654;Karyawan 654;1000000654;Perempuan;Jakarta;Marketing;Supervisor;
655;Karyawan 655;1000000655;Laki-laki;Bogor;Operations;Supervisor;
656;Karyawan 656;1000000656;Perempuan;Depok;HR;Staff;
657;Karyawan 657;1000000657;Perempuan;Depok;Marketing;Supervisor;
658;Karyawan 658;1000000658;Perempuan;Jakarta;HR;Manager;
659;Karyawan 659;1000000659;Laki-laki;Bogor;HR;Manager;
660;Karyawan 660;1000000660;Perempuan;Bekasi;Finance;Manager;
661;Karyawan 661;1000000661;Perempuan;Depok;Finance;Supervisor;
662;Karyawan 662;1000000662;Perempuan;Tangerang;Marketing;Supervisor;
663;Karyawan 663;1000000663;Laki-laki;Bekasi;HR;Staff;
664;Karyawan 664;1000000664;Perempuan;Tangerang;HR;Manager;
665;Karyawan 665;1000000665;Perempuan;Jakarta;Finance;Supervisor;
666;Karyawan 666;1000000666;Perempuan;Jakarta;HR;Director;
667;Karyawan 667;1000000667;Perempuan;Bogor;IT;Supervisor;
668;Karyawan 668;1000000668;Laki-laki;Jakarta;IT;Staff;
669;Karyawan 669;1000000669;Laki-laki;Bogor;HR;Director;
670;Karyawan 670;1000000670;Perempuan;Jakarta;Operations;Senior Manager;
671;Karyawan 671;1000000671;Laki-laki;Depok;Operations;Director;
672;Karyawan 672;1000000672;Perempuan;Depok;Finance;Manager;
673;Karyawan 673;1000000673;Laki-laki;Bogor;IT;Director;
674;Karyawan 674;1000000674;Laki-laki;Depok;IT;Senior Manager;
675;Karyawan 675;1000000675;Laki-laki;Bekasi;Marketing;Staff;
676;Karyawan 676;1000000676;Laki-laki;Bekasi;Operations;Director;
677;Karyawan 677;1000000677;Perempuan;Bogor;IT;Director;
678;Karyawan 678;1000000678;Perempuan;Bekasi;HR;Staff;
679;Karyawan 679;1000000679;Laki-laki;Bogor;IT;Staff;
680;Karyawan 680;1000000680;Laki-laki;Bekasi;Operations;Manager;
681;Karyawan 681;1000000681;Laki-laki;Bogor;IT;Supervisor;
682;Karyawan 682;1000000682;Laki-laki;Bogor;Operations;Staff;
683;Karyawan 683;1000000683;Laki-laki;Jakarta;IT;Senior Manager;
684;Karyawan 684;1000000684;Laki-laki;Jakarta;Operations;Director;
685;Karyawan 685;1000000685;Laki-laki;Jakarta;Marketing;Senior Manager;
686;Karyawan 686;1000000686;Laki-laki;Tangerang;Operations;Staff;
687;Karyawan 687;1000000687;Laki-laki;Bekasi;Marketing;Director;
688;Karyawan 688;1000000688;Perempuan;Jakarta;Operations;Supervisor;
689;Karyawan 689;1000000689;Perempuan;Tangerang;Marketing;Senior Manager;
690;Karyawan 690;1000000690;Perempuan;Bekasi;HR;Director;
691;Karyawan 691;1000000691;Perempuan;Bekasi;IT;Manager;
692;Karyawan 692;1000000692;Perempuan;Depok;Marketing;Supervisor;
693;Karyawan 693;1000000693;Perempuan;Bekasi;HR;Manager;
694;Karyawan 694;1000000694;Perempuan;Bekasi;HR;Director;
695;Karyawan 695;1000000695;Laki-laki;Jakarta;Finance;Senior Manager;
696;Karyawan 696;1000000696;Perempuan;Depok;Finance;Senior Manager;
697;Karyawan 697;1000000697;Perempuan;Bogor;HR;Manager;
698;Karyawan 698;1000000698;Laki-laki;Bogor;HR;Staff;
699;Karyawan 699;1000000699;Laki-laki;Jakarta;Operations;Director;
700;Karyawan 700;1000000700;Laki-laki;Bekasi;HR;Supervisor;
701;Karyawan 701;1000000701;Perempuan;Depok;Finance;Director;
702;Karyawan 702;1000000702;Laki-laki;Bekasi;Operations;Staff;
703;Karyawan 703;1000000703;Perempuan;Depok;Marketing;Senior Manager;
704;Karyawan 704;1000000704;Perempuan;Depok;Operations;Manager;
705;Karyawan 705;1000000705;Perempuan;Jakarta;Operations;Staff;
706;Karyawan 706;1000000706;Perempuan;Bogor;Finance;Senior Manager;
707;Karyawan 707;1000000707;Perempuan;Bogor;Operations;Manager;
708;Karyawan 708;1000000708;Laki-laki;Bekasi;Operations;Supervisor;
709;Karyawan 709;1000000709;Laki-laki;Bekasi;Finance;Director;
710;Karyawan 710;1000000710;Perempuan;Depok;HR;Director;
711;Karyawan 711;1000000711;Laki-laki;Jakarta;Marketing;Supervisor;
712;Karyawan 712;1000000712;Laki-laki;Jakarta;HR;Senior Manager;
713;Karyawan 713;1000000713;Perempuan;Bogor;HR;Staff;
714;Karyawan 714;1000000714;Laki-laki;Depok;Operations;Manager;
715;Karyawan 715;1000000715;Perempuan;Jakarta;HR;Supervisor;
716;Karyawan 716;1000000716;Laki-laki;Bogor;IT;Senior Manager;
717;Karyawan 717;1000000717;Laki-laki;Bekasi;Finance;Senior Manager;
718;Karyawan 718;1000000718;Laki-laki;Depok;IT;Director;
719;Karyawan 719;1000000719;Laki-laki;Depok;Marketing;Supervisor;
720;Karyawan 720;1000000720;Perempuan;Jakarta;IT;Staff;
